CustomerID,Age,Gender,Income,City,State,PostalCode,Region,Country,TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,FavoriteCategory,Churn
17973,53.0,,23321.0,Pomona,California,91767,West,United States,21,10126.815,Platinum,2023-12-28,Office Products,0.0
15042,50.0,Female,49610.0,Philadelphia,,19134,,United States,47,7786.07,Gold,2023-11-04,Office Products,0.0
18535,46.0,Female,83363.0,Ontario,California,91761,West,United States,72,8849.538,Gold,2023-04-28,Sports and Outdoors,1.0
17532,45.0,Female,70665.0,,Washington,98105,West,United States,18,9821.09,Gold,2023-10-23,Clothing,0.0
17695,31.0,Male,49068.0,Brentwood,California,94513,West,United States,85,9656.791,Gold,2023-06-20,Pet Supplies,1.0
11633,31.0,Female,,,California,94513,West,United States,49,4843.9106,Silver,2023-05-08,Home and Kitchen,1.0
13915,,,,San Francisco,,94122,West,United States,8,2781.5862,Silver,2023-07-18,Health & Personal Care,1.0
11665,32.0,Female,61844.0,Baltimore,Maryland,21215,East,United States,94,5536.0737,Gold,2023-10-25,Pet Supplies,0.0
10748,18.0,Female,56631.0,,Maryland,21215,East,United States,72,7699.035,Gold,2023-12-26,Grocery,0.0
10704,27.0,Female,69505.0,,Maryland,21215,East,United States,75,12458.833,Platinum,2023-05-02,Sports and Outdoors,1.0
17252,,Male,35129.0,Phoenix,Arizona,85023,West,United States,74,1562.0981,Silver,2023-08-09,Furniture,1.0
11856,43.0,Female,84926.0,Phoenix,Arizona,85023,West,United States,26,3069.0015,Silver,2023-04-08,Clothing,1.0
12602,33.0,Male,65786.0,Phoenix,Arizona,85023,West,United States,104,5078.059,Gold,2023-12-15,Pet Supplies,0.0
11756,18.0,Female,51979.0,Los Angeles,California,90008,West,United States,37,723.8701,Bronze,2023-01-11,Pet Supplies,1.0
17555,,Female,103874.0,,,77036,Central,United States,101,10302.674,Platinum,2023-12-17,Clothing,0.0
16964,51.0,Female,33891.0,New York City,New York,10009,East,United States,76,7474.1445,Gold,2023-11-01,Sports and Outdoors,0.0
19664,29.0,Male,73883.0,,,10009,,United States,88,7819.171,Gold,2023-11-03,Beauty,0.0
11278,39.0,Female,59368.0,New York City,New York,10009,East,United States,102,13126.998,Platinum,2023-12-29,Office Products,
14948,,Female,,New York City,New York,10009,East,United States,27,6472.6826,Gold,2023-12-09,Clothing,0.0
13303,36.0,Female,29018.0,New York City,,10009,East,United States,15,3941.6929,Silver,2023-07-22,Electronics,1.0
17615,,Male,78225.0,Rancho Cucamonga,California,91730,West,United States,21,3987.6682,Silver,2023-08-16,Grocery,1.0
19054,27.0,Female,52991.0,,Delaware,19805,East,United States,91,3797.4521,Silver,2023-07-27,Office Products,1.0
18343,52.0,Female,79505.0,Wilmington,Delaware,19805,East,United States,89,8229.838,Gold,2023-12-25,Office Products,0.0
15327,40.0,Female,84483.0,,Minnesota,56560,Central,United States,91,7188.717,Gold,2023-11-16,Sports and Outdoors,0.0
16578,39.0,Female,62612.0,Farmington,New Mexico,87401,West,United States,12,869.92535,Bronze,2023-08-21,Pet Supplies,1.0
14117,34.0,Female,88705.0,Wilmington,North Carolina,28403,South,United States,13,6943.9746,Gold,2023-12-02,Health & Personal Care,0.0
18248,40.0,Female,71885.0,Jackson,Mississippi,39212,South,United States,93,9537.778,Gold,2023-12-04,Beauty,0.0
12752,29.0,Female,41450.0,,Mississippi,39212,South,United States,61,4368.3105,Silver,2023-10-12,Office Products,0.0
11112,37.0,,66635.0,Jackson,Mississippi,39212,South,United States,56,1573.2963,Silver,2023-12-22,Sports and Outdoors,0.0
19089,22.0,Female,65230.0,Portland,,97206,,United States,94,4640.6157,Silver,2023-09-03,Grocery,1.0
18068,,Male,64020.0,Portland,Oregon,97206,West,United States,54,4058.683,Silver,2023-02-21,Electronics,1.0
14000,56.0,Female,,Denver,Colorado,80219,West,United States,90,9640.876,Gold,2023-12-04,Office Products,0.0
14190,34.0,Female,,Denver,Colorado,80219,,United States,36,384.03998,Bronze,2023-04-23,Grocery,1.0
10037,26.0,Male,43483.0,Tucson,Arizona,85705,West,United States,25,2605.916,Silver,2023-02-16,Electronics,
14685,35.0,Female,30729.0,New York City,,10009,East,United States,91,9313.086,Gold,2023-11-17,Furniture,0.0
18807,30.0,Female,73814.0,New York City,New York,10009,East,United States,8,7110.145,Gold,2023-11-06,Health & Personal Care,0.0
19744,45.0,Female,52975.0,Boynton Beach,,33437,South,United States,75,6074.1147,Gold,2023-11-20,Office Products,0.0
17731,38.0,Female,106809.0,Mesquite,Texas,75150,,United States,75,10831.531,Platinum,2023-11-03,Grocery,0.0
12299,37.0,Female,87061.0,Redlands,California,92374,West,United States,61,1704.176,Silver,2023-09-19,Pet Supplies,1.0
17225,32.0,Female,67699.0,Redlands,,92374,West,United States,48,6486.5903,Gold,2023-11-12,Home and Kitchen,0.0
12944,48.0,,61528.0,Redlands,California,92374,West,United States,44,1827.5507,Silver,2023-04-27,Sports and Outdoors,1.0
13772,23.0,Female,57696.0,Redlands,California,92374,West,United States,18,4370.0015,Silver,2023-07-11,Office Products,1.0
13075,32.0,Female,67839.0,,,92374,West,United States,38,5256.837,Gold,2023-12-07,Electronics,
19246,33.0,Female,49931.0,Redlands,California,92374,West,United States,3,2027.4803,Silver,2023-10-24,Furniture,0.0
14864,49.0,Female,,Redlands,California,92374,West,United States,90,503.64957,Bronze,2023-12-03,Sports and Outdoors,0.0
11143,42.0,,79582.0,Redlands,California,92374,West,United States,104,1040.2726,Silver,2023-02-21,Health & Personal Care,1.0
17295,,Female,47134.0,Redlands,,92374,West,United States,102,274.84586,Bronze,2023-12-25,Sports and Outdoors,0.0
13019,,Female,57979.0,Rochester,New York,14609,East,United States,97,4063.0256,Silver,2023-05-16,Health & Personal Care,1.0
11869,39.0,Female,,Stockton,California,95207,West,United States,26,2381.0112,Silver,2023-02-11,Furniture,1.0
17962,53.0,Female,60181.0,Seattle,Washington,98105,West,United States,78,11328.031,Platinum,2023-12-31,Grocery,0.0
12237,30.0,Male,74579.0,Seattle,Washington,98105,West,United States,40,6664.3047,Gold,2023-01-31,Clothing,1.0
15339,44.0,Female,,Ormond Beach,Florida,32174,South,United States,58,9802.815,Gold,2023-12-08,Home and Kitchen,0.0
18964,40.0,Female,62254.0,Sunnyvale,,94086,West,United States,88,9537.154,Gold,2023-12-17,Home and Kitchen,0.0
15419,38.0,Female,,,Michigan,48911,Central,United States,10,1860.2526,Silver,2023-02-14,Sports and Outdoors,1.0
12759,,,68859.0,,Michigan,48911,Central,United States,3,10752.733,Platinum,2023-11-21,Clothing,0.0
12955,53.0,Male,90493.0,Philadelphia,Pennsylvania,19143,East,United States,10,12155.303,Platinum,2023-12-10,Grocery,0.0
18875,44.0,Male,118729.0,Philadelphia,Pennsylvania,19143,East,United States,1,5326.088,Gold,2023-11-27,Sports and Outdoors,0.0
11067,48.0,,74691.0,Philadelphia,Pennsylvania,19143,East,United States,13,2569.0627,Silver,2023-10-11,Home and Kitchen,0.0
13697,40.0,Male,,Philadelphia,,19134,East,United States,90,10988.703,Platinum,2023-12-04,Pet Supplies,0.0
11538,45.0,Female,91037.0,Philadelphia,Pennsylvania,19134,,United States,1,4877.2607,Silver,2023-01-27,Home and Kitchen,1.0
13817,44.0,Female,58494.0,Dover,,3820,East,United States,94,10700.694,Platinum,2023-11-05,Pet Supplies,0.0
12751,46.0,Male,106903.0,Dover,New Hampshire,3820,East,United States,45,493.61197,Bronze,2023-03-27,Home and Kitchen,1.0
10486,44.0,Female,74461.0,Dover,New Hampshire,3820,East,United States,57,3639.5972,Silver,2023-01-18,Home and Kitchen,1.0
15992,55.0,Female,52834.0,New York City,New York,10011,East,United States,28,11205.847,Platinum,2023-11-29,Home and Kitchen,0.0
10248,47.0,Male,101060.0,Philadelphia,Pennsylvania,19134,East,United States,35,12475.263,Platinum,2023-11-02,Beauty,0.0
18577,28.0,Female,77765.0,Philadelphia,Pennsylvania,19134,East,United States,52,1753.9191,Silver,,Clothing,1.0
17206,36.0,Male,47378.0,Philadelphia,Pennsylvania,19134,East,United States,52,8521.521,Gold,2023-11-11,Sports and Outdoors,0.0
17562,40.0,Female,,Grand Prairie,Texas,75051,Central,United States,14,9686.712,Gold,2023-12-13,Electronics,0.0
11847,39.0,Female,,Grand Prairie,Texas,75051,Central,United States,16,11633.861,Platinum,2023-11-05,Grocery,0.0
18204,42.0,Female,101865.0,New York City,New York,10009,,United States,8,1871.8884,Silver,2023-12-27,Electronics,0.0
14338,,Female,77978.0,,New York,11561,East,United States,22,6784.534,Gold,2023-07-19,Health & Personal Care,1.0
10730,29.0,,,Long Beach,New York,11561,,United States,49,7682.7153,Gold,2023-12-06,Beauty,0.0
17830,47.0,,,Long Beach,New York,11561,East,United States,32,5122.8716,Gold,2023-12-09,Beauty,0.0
19523,27.0,Female,93012.0,Philadelphia,Pennsylvania,19140,East,United States,5,10379.685,Platinum,2023-03-15,Clothing,1.0
19729,19.0,Male,94923.0,Philadelphia,Pennsylvania,19140,East,United States,84,3355.8367,Silver,2023-12-24,Clothing,0.0
15199,,Female,116421.0,Philadelphia,Pennsylvania,19140,East,United States,78,7911.0605,Gold,2023-10-22,Clothing,0.0
12224,37.0,Female,82052.0,York,,17403,East,United States,50,7230.238,Gold,2023-11-13,Clothing,0.0
15500,40.0,Female,100193.0,York,Pennsylvania,17403,East,United States,22,12934.193,Platinum,2023-12-05,Home and Kitchen,0.0
12548,59.0,Female,22530.0,York,,17403,East,United States,80,4766.173,Silver,2023-05-26,Pet Supplies,1.0
14477,52.0,Male,50886.0,Concord,California,94521,West,United States,104,4111.618,Silver,2023-07-26,Office Products,1.0
17087,31.0,Female,112715.0,,New York,10035,East,United States,32,9419.434,Gold,2023-12-24,Clothing,0.0
16805,18.0,Female,76406.0,College Station,Texas,77840,Central,United States,100,12581.882,Platinum,2023-02-12,Furniture,1.0
12811,30.0,,64519.0,Saint Louis,Missouri,63116,,United States,66,9452.466,Gold,2023-11-17,Sports and Outdoors,0.0
19437,30.0,Female,102619.0,Quincy,Massachusetts,2169,East,United States,102,10038.139,Platinum,2023-11-02,Beauty,0.0
17691,60.0,Male,76281.0,New York City,New York,10009,East,United States,11,10654.401,Platinum,2023-12-20,Clothing,0.0
12771,50.0,,59566.0,,Texas,75081,Central,United States,5,12424.508,Platinum,,Grocery,0.0
15736,22.0,Male,55389.0,Los Angeles,California,90032,West,United States,93,2781.9805,Silver,2023-02-17,Clothing,1.0
14387,63.0,Female,,Minneapolis,Minnesota,55407,,United States,74,2972.2307,Silver,2023-04-25,Grocery,1.0
18701,52.0,Male,112695.0,Minneapolis,Minnesota,55407,Central,United States,49,2401.2664,Silver,2023-03-16,Office Products,1.0
17000,43.0,Male,,Deltona,Florida,32725,South,United States,70,9380.42,Gold,2023-12-03,Grocery,0.0
12234,35.0,Female,69389.0,Chicago,Illinois,60610,Central,United States,31,8577.09,Gold,2023-07-06,Home and Kitchen,1.0
17065,40.0,Female,,Cincinnati,Ohio,45231,East,United States,95,3167.189,Silver,2023-08-07,Grocery,1.0
16596,33.0,Male,49588.0,Oakland,California,94601,West,United States,64,11991.24,Platinum,2023-11-07,Grocery,0.0
16607,37.0,,52730.0,Manteca,California,95336,West,United States,84,5928.5015,Gold,2023-06-10,Beauty,1.0
19433,,,,Laredo,Texas,78041,Central,United States,61,12914.377,Platinum,2023-11-22,Health & Personal Care,0.0
15638,34.0,Female,85134.0,Laredo,Texas,78041,Central,United States,14,2524.9783,Silver,2023-12-30,Grocery,0.0
17376,41.0,Male,46773.0,Laredo,Texas,78041,Central,United States,2,13200.588,Platinum,,Beauty,1.0
11852,56.0,Female,22530.0,Laredo,Texas,78041,Central,United States,100,6337.0967,Gold,2023-12-20,Electronics,0.0
10520,25.0,,89248.0,Laredo,Texas,78041,Central,United States,9,8569.661,Gold,2023-12-06,Office Products,0.0
15321,50.0,,71693.0,Kent,Ohio,44240,East,United States,18,13100.456,Platinum,2023-11-18,Grocery,0.0
15852,53.0,Male,100312.0,Kent,Ohio,44240,East,United States,15,7295.511,Gold,2023-11-15,Home and Kitchen,0.0
14021,59.0,Female,22530.0,Kent,Ohio,44240,,United States,17,9293.86,Gold,2023-12-22,Electronics,0.0
14478,29.0,Female,,San Angelo,,76903,Central,United States,54,8767.227,Gold,2023-05-18,Electronics,1.0
18288,,Female,,San Francisco,California,94122,West,United States,62,6394.631,Gold,2023-08-08,Clothing,1.0
12315,49.0,Female,85632.0,Houston,Texas,77070,Central,United States,38,11880.742,Platinum,2023-11-28,Electronics,0.0
11530,31.0,,22530.0,Houston,Texas,77041,Central,United States,61,1491.6307,Silver,,Sports and Outdoors,1.0
10904,18.0,,79459.0,Salt Lake City,Utah,84106,West,United States,30,4461.325,Silver,2023-12-18,Health & Personal Care,0.0
13827,53.0,Female,124278.0,Salt Lake City,,84106,West,United States,73,5221.4595,Gold,2023-12-19,Pet Supplies,0.0
18611,19.0,Female,74924.0,Salt Lake City,Utah,84106,West,United States,29,11412.185,Platinum,2023-12-03,Home and Kitchen,0.0
10482,61.0,Male,83197.0,Salt Lake City,Utah,84106,,United States,38,10412.469,Platinum,2023-07-16,Beauty,1.0
10261,52.0,,39662.0,New York City,New York,10009,East,United States,70,6948.835,Gold,2023-12-02,Electronics,0.0
16424,,Female,87304.0,New York City,New York,10009,East,United States,86,8389.923,Gold,2023-11-15,Home and Kitchen,0.0
13692,30.0,Female,45498.0,,New York,10009,East,United States,86,9737.11,Gold,2023-11-24,Health & Personal Care,0.0
11059,41.0,Male,45671.0,New York City,New York,10009,East,United States,4,11301.061,Platinum,2023-12-10,Home and Kitchen,0.0
12002,51.0,Female,88294.0,New York City,New York,10009,East,United States,59,5589.205,Gold,2023-12-06,Health & Personal Care,0.0
16396,,Male,84023.0,New York City,New York,10009,East,United States,49,223.30496,Bronze,2023-07-03,Home and Kitchen,1.0
13104,,,,Salinas,California,93905,West,United States,21,704.7075,Bronze,2023-08-17,Sports and Outdoors,1.0
16891,44.0,Female,46855.0,,Alabama,35810,South,United States,61,8319.995,Gold,2023-01-10,Beauty,1.0
15375,47.0,,,Columbus,Indiana,47201,Central,United States,68,3089.5344,Silver,2023-10-24,Electronics,0.0
11893,38.0,Female,70491.0,Columbus,Indiana,47201,Central,United States,70,2727.2886,Silver,,Beauty,0.0
13520,27.0,Female,57388.0,Columbus,Indiana,47201,,United States,38,5124.8877,Gold,2023-09-26,Electronics,1.0
18175,20.0,Female,53422.0,Los Angeles,California,90049,West,United States,89,10877.374,Platinum,2023-02-16,Grocery,1.0
18757,43.0,Female,57086.0,Seattle,Washington,98105,West,United States,60,9687.349,Gold,2023-12-26,Office Products,0.0
13360,35.0,,122127.0,Seattle,Washington,98105,West,United States,102,7531.4736,Gold,2023-12-23,Office Products,0.0
19324,,Female,99563.0,Seattle,Washington,98105,West,United States,83,3798.6675,Silver,2023-07-18,Electronics,1.0
12335,37.0,,60931.0,Seattle,,98105,West,United States,87,11497.14,Platinum,2023-06-04,Health & Personal Care,1.0
17932,41.0,Male,88307.0,Seattle,Washington,98105,,United States,26,10889.573,Platinum,2023-12-04,Clothing,0.0
19003,45.0,Female,87152.0,Knoxville,,37918,South,United States,79,11623.182,Platinum,2023-11-01,Electronics,0.0
12088,37.0,Male,74835.0,Montgomery,,36116,South,United States,15,9478.658,Gold,2023-12-21,Pet Supplies,0.0
18899,50.0,Male,60752.0,Philadelphia,Pennsylvania,19120,East,United States,30,12230.394,Platinum,2023-06-24,Grocery,1.0
11820,24.0,Male,79245.0,,Pennsylvania,19120,East,United States,8,620.7045,Bronze,2023-05-25,Furniture,1.0
14155,33.0,,55038.0,Little Rock,Arkansas,72209,South,United States,102,10758.858,Platinum,2023-12-14,Home and Kitchen,0.0
12636,26.0,Male,87785.0,Little Rock,Arkansas,72209,South,United States,71,1214.45,Silver,2023-11-30,Grocery,0.0
15933,43.0,Male,110139.0,Seattle,Washington,98103,West,United States,90,7276.9263,Gold,2023-11-01,Clothing,0.0
10112,52.0,Female,,Seattle,,98103,West,United States,27,3664.4773,Silver,2023-07-17,Home and Kitchen,1.0
16188,38.0,,48514.0,,Pennsylvania,17602,East,United States,103,10047.418,Platinum,2023-11-16,Beauty,0.0
13847,36.0,Female,31905.0,Bristol,Tennessee,37620,South,United States,2,2783.6682,Silver,2023-04-13,Home and Kitchen,1.0
12289,32.0,Female,72293.0,Aurora,,60505,Central,United States,72,7138.4937,Gold,2023-11-04,Sports and Outdoors,0.0
11095,,Female,69301.0,Aurora,Illinois,60505,Central,United States,85,12862.227,Platinum,2023-10-22,Home and Kitchen,0.0
15251,,Female,48365.0,New York City,,10009,East,United States,60,10457.795,Platinum,2023-09-13,Beauty,1.0
11714,43.0,Male,99782.0,Fairfield,Connecticut,6824,East,United States,43,13118.49,Platinum,2023-12-20,Office Products,0.0
14035,36.0,,84119.0,Fairfield,Connecticut,6824,East,United States,63,11339.905,Platinum,2023-07-19,Grocery,1.0
19032,44.0,Female,28901.0,Lincoln Park,Michigan,48146,Central,United States,90,2797.705,Silver,2023-10-28,Office Products,0.0
18719,,Female,63707.0,New York City,,10035,,United States,9,12183.417,Platinum,2023-12-24,Electronics,0.0
10526,39.0,Female,106706.0,San Jose,California,95123,West,United States,2,2401.8174,Silver,2023-10-30,Electronics,0.0
11537,34.0,Female,88035.0,San Jose,California,95123,West,United States,69,5765.8667,Gold,2023-11-16,Clothing,0.0
18588,52.0,,42328.0,San Jose,California,95123,West,United States,78,2194.0085,Silver,2023-12-19,Grocery,0.0
16615,35.0,Male,42811.0,San Jose,California,95123,West,United States,94,4353.669,Silver,2023-07-06,Furniture,1.0
19618,48.0,,79809.0,Jacksonville,Florida,32216,South,United States,3,11035.072,Platinum,2023-08-10,Sports and Outdoors,1.0
15522,,Female,91045.0,San Francisco,California,94110,West,United States,71,7539.211,Gold,2023-11-10,Pet Supplies,0.0
13933,,,76037.0,San Francisco,California,94110,,United States,16,13031.918,Platinum,2023-12-14,Office Products,0.0
18984,18.0,Male,48364.0,San Francisco,California,94110,West,United States,10,7296.857,Gold,2023-11-18,Home and Kitchen,0.0
11575,22.0,Female,23093.0,Marion,Ohio,43302,East,United States,98,6319.477,Gold,2023-12-12,Beauty,0.0
10672,54.0,Male,,Marion,Ohio,43302,East,United States,8,8911.455,Gold,2023-11-24,Grocery,0.0
16011,37.0,Female,101873.0,Marion,Ohio,43302,East,United States,4,1728.8566,Silver,2023-02-14,Sports and Outdoors,1.0
10712,23.0,Female,114107.0,Philadelphia,Pennsylvania,19134,East,United States,82,5403.4995,Gold,2023-11-04,Clothing,0.0
18777,49.0,,51401.0,Littleton,Colorado,80122,West,United States,85,7950.162,Gold,2023-12-24,Home and Kitchen,0.0
15546,,Female,50607.0,Austin,Texas,78745,Central,United States,102,8210.02,Gold,2023-07-15,Electronics,1.0
10379,29.0,Male,55685.0,Austin,,78745,Central,United States,50,9860.189,Gold,2023-12-18,Home and Kitchen,0.0
18063,39.0,Female,66929.0,New York City,New York,10024,East,United States,84,10036.064,Platinum,2023-12-16,Grocery,0.0
16928,47.0,Female,54220.0,San Francisco,California,94122,West,United States,45,7652.715,Gold,2023-11-21,Health & Personal Care,0.0
11073,43.0,,104246.0,San Francisco,California,94122,West,United States,1,8930.992,Gold,2023-12-04,Beauty,0.0
12264,47.0,Female,70982.0,La Porte,Indiana,46350,Central,United States,28,8725.463,Gold,2023-12-21,Sports and Outdoors,0.0
10410,40.0,,77095.0,Chicago,Illinois,60610,Central,United States,24,4222.764,Silver,2023-10-04,Home and Kitchen,0.0
19891,43.0,Male,126468.0,Portland,Oregon,97206,,United States,31,10128.162,Platinum,2023-12-16,Electronics,0.0
17983,53.0,Male,,Burlington,Vermont,5408,,United States,59,7905.151,Gold,2023-08-26,Grocery,1.0
17724,42.0,Female,50616.0,Indianapolis,Indiana,46203,Central,United States,56,13258.587,Platinum,2023-02-27,Home and Kitchen,1.0
15597,32.0,Female,99094.0,Indianapolis,Indiana,46203,Central,United States,89,1102.8444,Silver,2023-05-20,Sports and Outdoors,1.0
11144,30.0,Female,,,Utah,84604,West,United States,68,433.25098,Bronze,2023-12-13,Beauty,0.0
13108,54.0,Female,85090.0,Chicago,Illinois,60610,Central,United States,15,7748.9116,Gold,2023-11-20,Grocery,0.0
15031,36.0,Male,53867.0,Los Angeles,California,90049,West,United States,50,7686.064,Gold,2023-11-04,Electronics,
16339,31.0,Female,28949.0,Los Angeles,California,90049,West,United States,6,2180.6494,Silver,2023-08-21,Grocery,1.0
17495,36.0,Female,76994.0,Philadelphia,Pennsylvania,19134,East,United States,80,3819.344,Silver,2023-05-01,Health & Personal Care,1.0
19788,35.0,Female,58876.0,,California,91104,West,United States,79,1191.2183,Silver,2023-02-26,Clothing,1.0
11763,,Male,54520.0,Pasadena,,91104,West,United States,4,6827.2837,Gold,,Beauty,0.0
10798,44.0,Female,,Pasadena,,91104,West,United States,41,3587.8167,Silver,2023-03-16,Beauty,1.0
13002,22.0,Male,49572.0,Pasadena,,91104,West,United States,68,6554.0107,Gold,2023-11-30,Furniture,0.0
13260,35.0,Female,89899.0,Pasadena,California,91104,West,United States,65,649.73816,Bronze,2023-04-30,Home and Kitchen,1.0
14261,38.0,Male,48169.0,Los Angeles,California,90004,West,United States,28,11825.328,Platinum,2023-12-04,Sports and Outdoors,0.0
19329,19.0,Male,59969.0,Los Angeles,California,90004,West,United States,68,2101.5566,Silver,2023-04-15,Electronics,1.0
15707,,Male,109757.0,Los Angeles,,90004,West,United States,93,12186.817,Platinum,2023-11-20,Home and Kitchen,0.0
12121,31.0,Male,70638.0,Los Angeles,California,90004,West,United States,57,5653.6304,Gold,2023-11-12,Health & Personal Care,0.0
13530,26.0,Male,37670.0,Los Angeles,California,90004,West,United States,31,6929.026,Gold,2023-12-21,Electronics,0.0
14373,,Female,85420.0,San Diego,California,92105,West,United States,26,415.95837,Bronze,2023-02-06,Pet Supplies,1.0
14195,36.0,,,San Francisco,California,94110,West,United States,58,7083.97,Gold,2023-12-14,Sports and Outdoors,0.0
17082,33.0,Female,,San Francisco,California,94110,West,United States,20,6637.0728,Gold,2023-06-21,Pet Supplies,1.0
15619,40.0,Female,51411.0,Bangor,Maine,4401,,United States,73,4944.712,Silver,2023-07-31,Clothing,1.0
17223,,Female,90821.0,Bangor,Maine,4401,East,United States,94,912.7013,Bronze,2023-08-29,Electronics,1.0
17748,57.0,,79243.0,San Francisco,California,94122,West,United States,10,1368.6003,Silver,2023-05-17,Electronics,1.0
10285,,Female,94176.0,San Francisco,California,94122,West,United States,57,5969.8706,Gold,2023-12-11,Pet Supplies,0.0
18644,30.0,Female,108785.0,San Diego,California,92024,West,United States,22,6416.966,Gold,2023-12-31,Office Products,0.0
13073,64.0,Male,41912.0,,California,92024,West,United States,75,6015.7974,Gold,2023-12-15,Sports and Outdoors,0.0
12851,27.0,Female,110783.0,New York City,New York,10035,East,United States,29,8068.4517,Gold,2023-11-03,Sports and Outdoors,0.0
18934,44.0,Female,77834.0,Arlington,Virginia,22204,South,United States,50,7158.2524,Gold,2023-06-15,Office Products,1.0
19693,45.0,Male,67404.0,Atlanta,,30318,South,United States,41,5044.8945,Gold,2023-12-08,Pet Supplies,0.0
17508,,Female,46927.0,Atlanta,,30318,South,United States,8,12848.004,Platinum,2023-11-08,Clothing,0.0
11636,31.0,Female,58884.0,Atlanta,Georgia,30318,South,United States,25,9093.509,Gold,2023-12-18,Office Products,0.0
13367,28.0,Female,43664.0,Monroe,North Carolina,28110,South,United States,22,9122.967,Gold,,Office Products,1.0
15559,62.0,Female,,Seattle,Washington,98115,West,United States,98,9215.812,Gold,2023-05-18,Beauty,1.0
15907,45.0,Female,79494.0,Rochester,New York,14609,East,United States,26,6831.72,Gold,2023-12-26,Health & Personal Care,0.0
12382,27.0,Female,55706.0,Rochester,,14609,,United States,18,1705.4276,Silver,2023-11-10,Grocery,
14768,,Female,72001.0,Miami,Florida,33180,South,United States,32,9234.482,Gold,2023-11-25,Sports and Outdoors,0.0
11306,43.0,Female,84594.0,Seattle,Washington,98105,West,United States,66,1358.569,Silver,2023-03-10,Pet Supplies,1.0
12196,,,72481.0,San Francisco,California,94122,West,United States,101,611.9346,Bronze,2023-04-21,Office Products,1.0
11773,34.0,Female,,San Francisco,California,94122,West,United States,6,5337.0303,Gold,2023-12-06,Home and Kitchen,0.0
19678,27.0,Female,99827.0,Los Angeles,California,90036,West,United States,24,6159.545,Gold,2023-11-20,Beauty,0.0
12241,37.0,Female,84667.0,Los Angeles,California,90036,West,United States,41,2197.1633,Silver,,Electronics,1.0
11782,52.0,Male,84928.0,Southaven,Mississippi,38671,South,United States,98,10380.91,Platinum,2023-05-15,Electronics,1.0
13081,35.0,,57946.0,Southaven,Mississippi,38671,South,United States,13,12348.29,Platinum,2023-04-21,Furniture,1.0
17623,66.0,,66346.0,Southaven,Mississippi,38671,South,United States,26,7436.226,Gold,2023-01-11,Grocery,1.0
14926,34.0,Male,,Seattle,Washington,98115,,United States,26,1279.6501,Silver,2023-04-03,Electronics,1.0
19367,39.0,Female,93520.0,Seattle,Washington,98115,West,United States,16,2100.6587,Silver,2023-11-12,Office Products,0.0
19093,47.0,Female,59832.0,Seattle,Washington,98115,West,United States,32,9777.954,Gold,2023-10-27,Sports and Outdoors,0.0
13258,,,55583.0,Middletown,Connecticut,6457,,United States,71,2482.7122,Silver,2023-05-21,Pet Supplies,1.0
16474,39.0,Female,57898.0,New Castle,Indiana,47362,Central,United States,71,8808.933,Gold,2023-11-19,Office Products,0.0
18013,28.0,Male,108993.0,New Castle,Indiana,47362,,United States,48,895.0919,Bronze,2023-10-06,Grocery,0.0
17878,55.0,,84898.0,Murfreesboro,Tennessee,37130,South,United States,90,8816.814,Gold,2023-03-14,Sports and Outdoors,1.0
16828,41.0,Female,,Salem,Virginia,24153,South,United States,83,2852.3538,Silver,2023-03-01,Office Products,1.0
18095,24.0,,54524.0,Toledo,Ohio,43615,East,United States,88,7865.791,Gold,2023-06-05,Electronics,1.0
14614,50.0,Female,82124.0,Los Angeles,California,90032,West,United States,85,2414.1335,Silver,2023-04-09,Furniture,1.0
13558,67.0,Female,42058.0,Seattle,Washington,98115,West,United States,40,9077.068,Gold,2023-12-12,Clothing,0.0
19449,,Male,95514.0,Columbus,Georgia,31907,South,United States,55,11997.184,Platinum,2023-11-03,Pet Supplies,0.0
17905,42.0,Male,,Columbus,Georgia,31907,South,United States,21,669.7254,Bronze,2023-09-26,Grocery,1.0
14269,46.0,,45998.0,Columbus,Georgia,31907,South,United States,100,12925.577,Platinum,2023-12-28,Home and Kitchen,0.0
10925,29.0,Male,88544.0,New York City,New York,10009,East,United States,16,6806.3516,Gold,2023-12-10,Pet Supplies,0.0
12549,63.0,Female,90067.0,Middletown,Connecticut,6457,East,United States,58,11089.76,Platinum,2023-11-14,Health & Personal Care,0.0
19988,22.0,Female,,New York City,,10011,East,United States,55,11611.434,Platinum,2023-11-22,Pet Supplies,0.0
18711,27.0,Female,88819.0,New York City,New York,10011,East,United States,14,10055.98,Platinum,2023-11-06,Office Products,0.0
17350,32.0,Female,80908.0,New York City,New York,10011,East,United States,13,5446.7056,Gold,2023-10-02,Office Products,0.0
11861,21.0,,89185.0,New York City,New York,10011,East,United States,95,6693.3877,Gold,2023-11-24,Office Products,0.0
15999,,Female,63759.0,New York City,New York,10011,East,United States,17,2456.1885,Silver,2023-09-18,Health & Personal Care,1.0
15841,45.0,Male,89208.0,Midland,Michigan,48640,Central,United States,75,6180.998,Gold,2023-12-06,Home and Kitchen,0.0
10979,55.0,,101164.0,Midland,Michigan,48640,Central,United States,16,9475.066,Gold,2023-12-13,Home and Kitchen,0.0
14061,,Female,46882.0,Columbus,,31907,South,United States,52,12167.867,Platinum,2023-11-03,Beauty,0.0
