CustomerID,Age,Gender,Income,City,State,PostalCode,Region,Country,TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,FavoriteCategory,Churn,_dataobs_
11356,35,,83530,Provo,Utah,84604,West,United States,52,9458.795,Gold,2023-12-15,Sports and Outdoors,0,2579
13539,40,Female,68736,Memphis,,38109,South,United States,96,11646.74,Platinum,2023-11-08,Sports and Outdoors,0,2592
17052,32,Female,78566,Pueblo,Colorado,81001,West,United States,96,12935.783,Platinum,2023-12-02,Beauty,0,2604
10899,,Female,55324,,Colorado,81001,West,United States,65,10335.874,Platinum,2023-12-04,Sports and Outdoors,0,2605
11614,43,Female,71449,Jackson,Michigan,49201,Central,United States,11,8584.625,Gold,2023-03-18,Home and Kitchen,1,2608
19473,45,Female,,,California,90004,West,United States,79,11828.779,Platinum,2023-12-21,Furniture,0,2611
10387,18,Female,63471,Peoria,Illinois,61604,Central,United States,93,3399.837,Silver,2023-09-08,Grocery,1,2614
18506,21,Female,97466,Los Angeles,California,90032,West,United States,89,10906.453,Platinum,2023-02-07,Electronics,1,2615
18855,34,Male,49304,,Ohio,43130,East,United States,51,8452.149,Gold,2023-12-25,Health & Personal Care,0,2622
19494,,Female,70525,Carlsbad,New Mexico,88220,West,United States,6,13196.997,Platinum,2023-07-19,Office Products,1,2632
17080,32,,80132,Lakewood,Ohio,44107,East,United States,93,840.9637,Bronze,2023-12-04,Clothing,0,2638
15634,39,Female,53088,Wilmington,,28403,South,United States,89,3146.761,Silver,2023-01-04,Beauty,1,2640
14223,23,,84112,Vallejo,California,94591,,United States,66,781.7625,Bronze,2023-03-12,Clothing,1,2649
10747,40,,84562,Vallejo,California,94591,,United States,76,2673.912,Silver,2023-03-24,Grocery,1,2650
10094,,Female,79328,,Pennsylvania,19120,East,United States,92,2213.361,Silver,2023-03-29,Grocery,1,2652
18351,25,Female,78508,Las Cruces,New Mexico,88001,West,United States,6,1046.3616,Silver,2023-07-30,Pet Supplies,1,2660
11836,40,,71241,Hoover,Alabama,35244,South,United States,10,4455.6455,Silver,,Grocery,1,2665
19305,29,Female,95936,,,90008,West,United States,97,7446.0347,Gold,2023-12-18,Sports and Outdoors,0,2677
17850,49,Male,102152,New York City,New York,10035,East,United States,48,502.62735,Bronze,2023-05-16,Clothing,1,2683
17911,25,Female,62856,Columbus,,31907,South,United States,18,9133.021,Gold,2023-11-07,Sports and Outdoors,0,2684
10668,27,Female,121230,San Francisco,California,94110,West,United States,84,13050.611,Platinum,2023-11-07,Furniture,0,2687
13323,47,,87600,Fort Lauderdale,,33311,South,United States,12,7165.7446,Gold,2023-11-08,Sports and Outdoors,0,2698
17357,39,Male,78340,Colorado Springs,Colorado,80906,West,United States,9,728.74585,Bronze,,Home and Kitchen,1,2702
10852,40,Female,87088,New York City,New York,10035,East,United States,1,1489.0928,Silver,2023-12-23,Furniture,0,2706
19753,,Female,98667,Las Cruces,New Mexico,88001,West,United States,9,8396.251,Gold,2023-02-18,Electronics,1,2727
15410,18,Male,91788,San Francisco,California,94122,West,United States,98,6169.523,Gold,2023-12-24,Office Products,0,2729
14349,49,Female,82072,Seattle,Washington,98115,West,United States,24,193.49564,Bronze,2023-05-22,Beauty,1,2734
17964,28,Female,,Franklin,Massachusetts,2038,East,United States,87,4463.247,Silver,2023-01-28,Office Products,1,2740
18158,39,Male,59362,Franklin,Massachusetts,2038,East,United States,28,3915.847,Silver,2023-10-06,Electronics,0,2742
17401,34,Female,54455,Encinitas,California,92024,West,United States,70,4073.8528,Silver,2023-11-14,Office Products,0,2744
16173,40,Male,91745,Houston,Texas,77041,Central,United States,65,2910.2183,Silver,2023-06-14,Furniture,1,2750
10277,34,Female,26976,Houston,Texas,77041,Central,United States,40,8179.6123,Gold,2023-11-25,Grocery,0,2752
19421,42,Female,71611,Los Angeles,California,90036,West,United States,59,3489.545,Silver,2023-11-15,Beauty,0,2760
11727,53,Female,89888,Chesapeake,Virginia,23320,South,United States,11,11147.914,Platinum,2023-12-08,Pet Supplies,0,2765
10101,62,Male,56143,Huntsville,Texas,77340,Central,United States,24,11177.057,Platinum,2023-12-12,Health & Personal Care,0,2767
11238,38,Female,55368,Everett,Massachusetts,2149,East,United States,31,4549.1963,Silver,2023-02-05,Clothing,1,2769
15213,,Female,48688,Oceanside,New York,11572,East,United States,80,7432.673,Gold,,Electronics,0,2776
18357,18,Female,48844,Toledo,,43615,East,United States,8,2268.395,Silver,2023-10-08,Pet Supplies,0,2789
12926,,Female,40643,Westfield,New Jersey,7090,,United States,27,7927.3545,Gold,2023-11-22,Health & Personal Care,0,2799
17595,53,Female,61547,Tempe,Arizona,85281,West,United States,70,5826.531,Gold,2023-12-13,Pet Supplies,0,2806
16257,42,Female,,Lake Charles,Louisiana,70601,South,United States,68,8596.33,Gold,2023-11-15,Health & Personal Care,0,2811
13386,35,Female,81336,Eagan,,55122,Central,United States,100,1307.3949,Silver,2023-10-26,Grocery,0,2826
14399,50,,74805,Noblesville,Indiana,46060,Central,United States,60,5926.77,Gold,2023-11-14,Health & Personal Care,0,2834
15547,35,Female,49959,,Texas,75220,Central,United States,42,13078.69,Platinum,2023-12-15,Sports and Outdoors,0,2837
17471,39,Female,87427,Philadelphia,,19140,East,United States,57,171.78232,Bronze,2023-04-21,Sports and Outdoors,1,2839
16728,41,Male,,San Francisco,California,94109,,United States,103,6555.732,Gold,,Health & Personal Care,0,2840
16854,32,Female,63135,Apple Valley,Minnesota,55124,Central,United States,94,10398.137,Platinum,2023-12-14,Clothing,0,2845
19816,33,,,,North Carolina,27217,South,United States,79,8295.5205,Gold,2023-12-10,Beauty,0,2846
19835,,Female,62886,San Francisco,California,94109,West,United States,96,9763.879,Gold,,Health & Personal Care,0,2848
19644,,,51684,San Francisco,California,94109,West,United States,84,696.12585,Bronze,2023-08-05,Grocery,1,2850
16092,33,,25274,Seattle,Washington,98105,West,United States,47,1520.2808,Silver,,Office Products,1,2852
19973,52,Female,105530,Seattle,Washington,98105,West,United States,40,440.8004,Bronze,2023-05-10,Pet Supplies,1,2857
14980,35,Male,81892,,Wisconsin,53209,Central,United States,68,6724.8027,Gold,2023-11-09,Office Products,0,2858
16737,,Female,66263,Glendale,,85301,West,United States,49,11328.685,Platinum,2023-11-09,Electronics,0,2867
18684,29,Female,,Glendale,Arizona,85301,West,United States,8,8997.349,Gold,2023-12-10,Pet Supplies,0,2870
13143,,Female,77804,New York City,New York,10035,,United States,32,897.3901,Bronze,2023-09-08,Health & Personal Care,1,2873
14182,70,Female,,Los Angeles,California,90032,West,United States,46,12513.384,Platinum,2023-11-13,Grocery,0,2876
17610,42,Female,56014,Seattle,Washington,98115,West,United States,72,8531.535,Gold,2023-01-15,Furniture,1,2878
14295,,Female,70896,Oceanside,California,92054,West,United States,87,572.7916,Bronze,2023-07-13,Home and Kitchen,1,2881
15816,57,Female,42530,Fayetteville,North Carolina,28314,South,United States,50,3455.5051,Silver,2023-11-04,Office Products,0,2886
13949,18,Male,,Fayetteville,North Carolina,28314,South,United States,89,6872.75,Gold,2023-12-26,Grocery,0,2889
10429,,Male,74913,Seattle,,98115,West,United States,9,343.85306,Bronze,2023-02-11,Sports and Outdoors,1,2898
17090,45,Female,76544,Springfield,Oregon,97477,West,United States,51,7356.999,Gold,2023-11-18,Home and Kitchen,0,2899
19931,52,Female,51136,Columbus,Georgia,31907,South,United States,44,10223.833,Platinum,2023-11-03,Furniture,0,2901
17186,29,Female,82167,Los Angeles,California,90032,,United States,12,3342.5784,Silver,2023-09-20,Clothing,1,2905
14030,38,Female,82185,Philadelphia,Pennsylvania,19120,East,United States,70,7927.5435,Gold,2023-11-09,Health & Personal Care,0,2913
16347,38,Female,73690,Philadelphia,,19120,East,United States,33,3989.2231,Silver,2023-11-13,Pet Supplies,0,2914
18394,41,Female,77014,Philadelphia,Pennsylvania,19120,,United States,97,12574.396,Platinum,2023-11-06,Pet Supplies,0,2916
10632,52,Male,113931,New York City,New York,10011,East,United States,62,7117.796,Gold,2023-11-08,Health & Personal Care,0,2920
15837,33,Male,84664,Eau Claire,Wisconsin,54703,Central,United States,16,619.6105,Bronze,2023-01-22,Grocery,1,2921
17498,46,,115151,Louisville,Colorado,80027,West,United States,3,5892.0527,Gold,2023-11-23,Pet Supplies,0,2929
18886,33,Male,,New York City,New York,10035,East,United States,4,12582.163,Platinum,2023-12-16,Furniture,0,2931
19165,18,Female,33850,Philadelphia,Pennsylvania,19140,,United States,23,12814.986,Platinum,2023-12-26,Home and Kitchen,0,2942
10283,52,Female,87899,Billings,Montana,59102,West,United States,39,1143.364,Silver,2023-11-13,Electronics,0,2943
15793,36,Female,74605,,Michigan,48146,Central,United States,92,12909.163,Platinum,2023-12-26,Grocery,0,2947
15098,,Female,62800,Gresham,Oregon,97030,West,United States,81,4393.277,Silver,2023-11-27,Clothing,0,2948
18406,53,Female,100501,Monroe,Louisiana,71203,South,United States,95,10460.569,Platinum,2023-04-03,Grocery,1,2950
18019,29,Female,35987,Chattanooga,Tennessee,37421,South,United States,100,12275.251,Platinum,2023-12-14,Beauty,0,2956
18676,,Male,70800,Long Beach,California,90805,West,United States,82,1998.6732,Silver,2023-10-05,Furniture,0,2959
14603,,,62049,Minneapolis,Minnesota,55407,Central,United States,11,5320.0503,Gold,2023-12-15,Furniture,0,2961
17745,52,Female,,San Francisco,California,94110,West,United States,12,10397.2295,Platinum,2023-05-14,Home and Kitchen,1,2972
14825,24,Female,57533,San Francisco,,94110,West,United States,47,9462.611,Gold,2023-11-10,Grocery,0,2973
17542,28,Female,65975,San Francisco,California,94110,West,United States,51,8195.4375,Gold,2023-11-24,Home and Kitchen,0,2975
14352,23,Male,,Newark,Ohio,43055,East,United States,38,13049.415,Platinum,2023-12-15,Furniture,0,2976
13479,,Female,63816,Dallas,Texas,75081,Central,United States,68,8014.8237,Gold,2023-11-30,Sports and Outdoors,0,2977
14775,,Female,102616,Albuquerque,New Mexico,87105,West,United States,104,6630.92,Gold,,Sports and Outdoors,0,2982
14002,38,Female,39363,Houston,Texas,77070,Central,United States,30,3797.6963,Silver,2023-09-08,Beauty,1,3000
18031,42,Female,22530,Newark,Delaware,19711,East,United States,30,8665.94,Gold,2023-12-10,Home and Kitchen,0,3008
12655,24,Male,65675,Bolingbrook,Illinois,60440,Central,United States,9,1432.4766,Silver,2023-10-21,Grocery,0,3012
18273,,Female,,Fort Worth,Texas,76106,Central,United States,51,8174.9756,Gold,2023-11-07,Electronics,0,3013
12601,45,Female,87071,Providence,Rhode Island,2908,East,United States,52,4326.548,Silver,2023-11-09,Beauty,0,3017
14022,42,Female,59403,,Missouri,65807,Central,United States,42,6658.942,Gold,2023-12-02,Furniture,0,3023
17201,50,Male,55864,Seattle,Washington,98105,,United States,2,7998.021,Gold,2023-11-21,Pet Supplies,0,3029
16977,30,Male,63110,Seattle,Washington,98105,West,United States,85,12241.226,Platinum,2023-11-25,Home and Kitchen,0,3030
17737,30,,76851,Lakeland,Florida,33801,,United States,80,4009.1238,Silver,2023-11-25,Clothing,0,3040
11047,23,Female,80579,Philadelphia,Pennsylvania,19134,East,United States,25,2907.103,Silver,2023-10-10,Electronics,0,3041
16755,,Male,88798,New York City,,10011,East,United States,37,5700.673,Gold,2023-11-08,Grocery,0,3042
12126,53,Female,109318,New York City,,10035,East,United States,77,13031.65,Platinum,2023-12-15,Grocery,0,3055
11351,26,,,San Antonio,Texas,78207,,United States,55,10270.096,Platinum,2023-12-04,Clothing,0,3056
15200,,Male,56072,Cincinnati,Ohio,45231,East,United States,73,161.68268,Bronze,2023-12-01,Furniture,0,3057
19140,38,Female,63943,Austin,Texas,78745,Central,United States,17,9479.12,Gold,2023-11-15,Electronics,0,3059
16966,38,,84307,New York City,New York,10035,East,United States,22,9393.17,Gold,2023-09-02,Beauty,1,3063
17015,36,Female,118257,,,43055,East,United States,34,9994.213,Gold,2023-02-28,Clothing,1,3065
17329,34,Female,122595,Newark,Ohio,43055,,United States,37,8165.451,Gold,2023-11-16,Office Products,0,3067
15028,,Male,62373,New York City,New York,10009,East,United States,75,334.58386,Bronze,2023-06-18,Furniture,1,3071
18372,44,,82924,San Francisco,California,94109,West,United States,100,5928.4536,Gold,2023-12-22,Home and Kitchen,0,3077
19481,18,Female,,Lansing,Michigan,48911,Central,United States,63,5474.695,Gold,2023-11-11,Office Products,0,3081
15939,46,Female,95248,Fort Collins,Colorado,80525,West,United States,100,6460.6567,Gold,2023-12-31,Furniture,0,3089
19361,56,Female,77186,New York City,New York,10011,East,United States,71,11349.047,Platinum,2023-11-10,Health & Personal Care,0,3094
16600,34,,98152,Columbia,Maryland,21044,East,United States,34,7002.011,Gold,2023-11-19,Grocery,0,3095
10757,34,Female,60008,Lowell,Massachusetts,1852,East,United States,53,170.50555,Bronze,2023-04-07,Sports and Outdoors,1,3101
11122,44,Female,,New York City,,10035,East,United States,72,1852.0883,Silver,2023-10-21,Sports and Outdoors,0,3105
13816,39,,79997,Houston,Texas,77036,Central,United States,6,4052.1306,Silver,2023-06-30,Office Products,1,3107
11923,24,Male,31002,New York City,New York,10009,East,United States,54,1192.6554,Silver,2023-10-19,Beauty,0,3110
12741,24,,40858,Jacksonville,North Carolina,28540,South,United States,26,4299.955,Silver,2023-01-22,Grocery,1,3112
10444,38,Male,69158,Philadelphia,Pennsylvania,19134,,United States,103,10673.776,Platinum,2023-12-24,Home and Kitchen,0,3113
19314,44,Female,95142,Akron,Ohio,44312,East,United States,53,7270.163,Gold,2023-12-25,Office Products,0,3114
10353,37,Female,71867,San Diego,California,92037,West,United States,101,5280.2646,Gold,2023-12-27,Office Products,0,3120
18131,35,Female,83687,Fresno,California,93727,West,United States,10,7022.8022,Gold,2023-12-23,Electronics,0,3123
12233,49,Female,,New York City,New York,10024,East,United States,96,1592.0514,Silver,2023-05-21,Pet Supplies,1,3132
11121,48,,96585,Lakewood,New Jersey,8701,East,United States,5,944.86035,Bronze,2023-01-09,Health & Personal Care,1,3133
18621,34,,22530,Lakewood,New Jersey,8701,East,United States,54,8032.9136,Gold,2023-03-08,Sports and Outdoors,1,3134
19213,36,Female,93429,Tempe,Arizona,85281,West,United States,12,6521.7124,Gold,2023-12-29,Office Products,0,3142
16659,31,Female,94327,,California,92503,West,United States,39,11802.338,Platinum,2023-11-09,Grocery,0,3148
11405,47,Female,112336,Arlington,Virginia,22204,South,United States,29,7700.0156,Gold,2023-08-20,Office Products,1,3155
17576,36,Female,75324,Philadelphia,Pennsylvania,19120,East,United States,38,4535.983,Silver,2023-09-30,Clothing,1,3165
17755,29,Male,65813,Chicago,Illinois,60610,,United States,79,12061.467,Platinum,2023-12-16,Clothing,0,3166
18723,53,Female,68209,Miami,Florida,33180,South,United States,52,3495.5752,Silver,2023-02-19,Pet Supplies,1,3178
18027,57,Male,60202,Philadelphia,Pennsylvania,19120,East,United States,38,8368.819,Gold,2023-12-16,Office Products,0,3180
14599,32,Female,24215,Sioux Falls,South Dakota,57103,Central,United States,2,846.0053,Bronze,2023-10-24,Health & Personal Care,0,3184
15118,,Female,64495,Visalia,California,93277,West,United States,21,1954.9946,Silver,2023-07-20,Health & Personal Care,1,3185
10922,,Female,82590,Alexandria,Virginia,22304,,United States,35,2022.0238,Silver,2023-05-27,Grocery,1,3193
14692,48,Female,90669,Alexandria,Virginia,22304,South,United States,23,8619.054,Gold,2023-12-14,Grocery,0,3194
19176,37,Female,,Temecula,California,92592,West,United States,41,8878.37,Gold,2023-12-26,Health & Personal Care,0,3203
16742,24,,70618,San Diego,,92024,West,United States,93,4600.724,Silver,2023-12-13,Home and Kitchen,0,3206
14255,22,Female,87500,Laredo,Texas,78041,Central,United States,25,4350.101,Silver,2023-06-28,Office Products,1,3220
16225,65,Male,63645,New York City,New York,10009,East,United States,73,12764.527,Platinum,2023-04-06,Health & Personal Care,1,3221
14148,33,Male,88229,,Mississippi,39503,South,United States,93,1764.6932,Silver,2023-06-19,Office Products,1,3223
19989,26,,52754,Oceanside,New York,11572,East,United States,41,8385.209,Gold,2023-12-19,Home and Kitchen,0,3227
19561,18,Female,106426,Round Rock,Texas,78664,Central,United States,85,2610.5457,Silver,2023-05-30,Electronics,1,3228
12807,36,Male,51247,,Tennessee,38401,South,United States,10,5168.307,Gold,2023-12-15,Sports and Outdoors,0,3232
17967,39,Female,98187,Columbia,Tennessee,38401,South,United States,76,501.77505,Bronze,2023-05-06,Electronics,1,3233
15961,46,Female,67139,Houston,Texas,77095,Central,United States,27,4237.3486,Silver,2023-09-15,Electronics,1,3237
15112,42,Female,22530,Oakland,,94601,West,United States,56,4668.1836,Silver,2023-11-29,Electronics,0,3245
14333,30,Female,78664,Oakland,California,94601,West,United States,31,8081.495,Gold,2023-11-07,Home and Kitchen,0,3249
18496,,Male,107772,Quincy,Massachusetts,2169,East,United States,99,12686.321,Platinum,2023-12-06,Home and Kitchen,0,3252
14904,43,Female,65814,Quincy,Massachusetts,2169,East,United States,93,13256.533,Platinum,2023-11-13,Electronics,0,3254
18876,42,,,Yucaipa,California,92399,West,United States,81,6377.324,Gold,2023-11-22,Beauty,0,3258
13839,,Male,63632,,Washington,98105,,United States,38,8821.756,Gold,2023-01-06,Home and Kitchen,1,3260
13510,45,Female,,San Diego,California,92037,West,United States,71,6063.2925,Gold,2023-11-08,Sports and Outdoors,0,3262
15964,33,Female,43445,Las Vegas,Nevada,89115,,United States,19,200.3715,Bronze,2023-07-30,Grocery,1,3280
11089,64,,54590,Norman,Oklahoma,73071,Central,United States,5,9559.492,Gold,2023-12-20,Electronics,0,3281
10867,33,,71991,San Francisco,California,94122,,United States,72,8417.193,Gold,2023-11-19,Sports and Outdoors,0,3282
12035,46,Female,109213,Hempstead,,11550,East,United States,11,8481.039,Gold,2023-06-01,Health & Personal Care,1,3284
13347,58,,57299,Houston,,77095,Central,United States,40,5286.1025,Gold,2023-12-18,Health & Personal Care,0,3288
10250,53,Female,80138,Houston,Texas,77095,Central,United States,63,2220.967,Silver,2023-03-14,Furniture,1,3289
15361,46,Female,73296,Charlotte,North Carolina,28205,South,United States,83,3513.7747,Silver,2023-12-25,Sports and Outdoors,0,3296
16258,44,Male,61051,Pasadena,Texas,77506,,United States,29,10365.935,Platinum,2023-02-04,Sports and Outdoors,1,3303
12148,31,,52803,Richmond,,40475,South,United States,45,7879.279,Gold,2023-12-12,Grocery,0,3308
12688,27,,69962,New York City,New York,10024,East,United States,83,12039.988,Platinum,2023-11-29,Office Products,0,3328
10087,31,Female,,Los Angeles,California,90004,,United States,80,10222.959,Platinum,2023-11-29,Furniture,0,3330
16834,,Female,56199,Inglewood,California,90301,West,United States,40,10600.166,Platinum,2023-12-18,Beauty,0,3340
15131,,,96742,Bellevue,Washington,98006,West,United States,92,10639.492,Platinum,2023-11-12,Sports and Outdoors,0,3341
13153,42,Female,97482,Chicago,Illinois,60610,Central,United States,41,6983.0703,Gold,2023-05-30,Beauty,1,3344
19015,33,Female,70691,San Francisco,California,94122,,United States,53,1758.4604,Silver,2023-02-16,Electronics,1,3348
18234,19,,61302,,New York,10011,East,United States,88,8712.221,Gold,2023-11-22,Electronics,0,3350
19179,29,Male,46535,Auburn,Alabama,36830,South,United States,40,6902.203,Gold,2023-11-14,Furniture,0,3355
13818,57,Female,,,California,94110,West,United States,5,10759.621,Platinum,2023-04-07,Home and Kitchen,1,3358
16423,59,Female,78379,,California,94110,West,United States,72,6662.9717,Gold,2023-11-14,Office Products,0,3359
10576,,Female,116956,Raleigh,,27604,,United States,8,9557.001,Gold,2023-11-21,Beauty,0,3360
16185,43,,97245,San Francisco,California,94122,West,United States,75,7889.886,Gold,2023-11-01,Grocery,0,3378
17064,60,Female,112275,San Francisco,California,94110,West,United States,80,2674.9102,Silver,2023-11-21,Sports and Outdoors,0,3387
18405,25,Male,75891,San Francisco,California,94110,West,United States,86,13174.91,Platinum,2023-12-20,Health & Personal Care,0,3388
10571,37,Female,56033,Carol Stream,Illinois,60188,Central,United States,6,2950.7278,Silver,2023-12-30,Office Products,0,3397
18850,18,Male,64850,Los Angeles,,90036,West,United States,70,9421.414,Gold,2023-11-20,Beauty,0,3403
11253,35,Male,61014,Los Angeles,,90036,West,United States,46,12036.218,Platinum,2023-12-11,Health & Personal Care,0,3404
17038,33,Female,38969,Plano,Texas,75023,Central,United States,86,219.95776,Bronze,2023-02-09,Sports and Outdoors,1,3412
14646,40,Female,87679,,Texas,75023,,United States,49,9194.328,Gold,2023-11-03,Grocery,0,3416
13221,18,Female,54146,Chicago,Illinois,60653,Central,United States,36,8048.5454,Gold,2023-11-19,Sports and Outdoors,0,3418
14425,51,Female,54002,Chicago,Illinois,60653,Central,United States,29,4883.568,Silver,2023-11-22,Home and Kitchen,0,3419
18457,46,Female,74183,Los Angeles,California,90049,West,United States,42,5072.4326,Gold,2023-11-02,Sports and Outdoors,0,3438
13106,27,Male,41681,Henderson,,42420,South,United States,67,8334.2705,Gold,2023-12-22,Clothing,0,3443
13966,41,Male,80611,Henderson,Kentucky,42420,,United States,16,418.1226,Bronze,2023-11-10,Electronics,0,3444
16769,43,,102140,College Station,Texas,77840,Central,United States,52,1993.8691,Silver,2023-11-28,Electronics,0,3448
13738,35,Male,65979,Richmond,Kentucky,40475,South,United States,75,309.59866,Bronze,2023-06-18,Furniture,1,3450
11525,43,,92538,Richmond,Kentucky,40475,South,United States,8,11069.243,Platinum,2023-01-02,Health & Personal Care,1,3453
13029,50,Female,,Los Angeles,California,90049,West,United States,81,7374.5845,Gold,2023-11-26,Grocery,0,3468
16291,39,Male,53583,Los Angeles,California,90049,West,United States,56,10675.335,Platinum,2023-11-28,Electronics,0,3469
16001,18,Female,103326,Seattle,Washington,98105,West,United States,33,2184.9402,Silver,2023-07-03,Clothing,1,3474
12818,34,,83878,Seattle,Washington,98105,West,United States,86,2820.654,Silver,2023-02-09,Furniture,1,3475
19933,58,,50118,Fremont,,68025,Central,United States,86,12302.127,Platinum,2023-11-18,Electronics,0,3484
11138,,,81055,San Francisco,California,94122,West,United States,84,4764.316,Silver,2023-06-16,Pet Supplies,1,3489
12086,23,Female,54037,Lancaster,Ohio,43130,East,United States,54,9674.457,Gold,2023-12-18,Health & Personal Care,0,3490
14817,,Female,82650,Toledo,Ohio,43615,,United States,38,690.59467,Bronze,2023-04-22,Grocery,1,3497
12378,59,Female,56244,Philadelphia,Pennsylvania,19140,East,United States,21,8205.891,Gold,2023-11-19,Beauty,0,3500
10617,44,Female,70099,,Pennsylvania,19140,East,United States,88,3299.314,Silver,2023-04-24,Electronics,1,3501
18858,29,Male,63209,Philadelphia,Pennsylvania,19143,East,United States,50,1031.7981,Silver,2023-01-16,Furniture,1,3503
19393,46,Female,22530,New York City,New York,10035,East,United States,26,6054.186,Gold,2023-11-07,Beauty,0,3509
14218,,,88637,Newark,Ohio,43055,East,United States,69,10081.366,Platinum,2023-12-06,Grocery,0,3511
16686,29,,103930,,Ohio,43055,East,United States,83,1528.164,Silver,2023-08-05,Home and Kitchen,1,3512
10500,35,Female,86576,San Antonio,Texas,78207,Central,United States,32,428.3015,Bronze,2023-06-06,Clothing,1,3516
18779,,Female,107827,,California,94109,West,United States,76,4312.883,Silver,2023-06-14,Beauty,1,3527
18494,31,Female,90966,San Francisco,California,94109,West,United States,19,3844.28,Silver,2023-01-03,Grocery,1,3528
15591,55,Female,51408,Seattle,Washington,98103,West,United States,14,10641.937,Platinum,2023-11-27,Electronics,0,3529
19501,37,Female,81817,Los Angeles,California,90004,West,United States,30,6775.5947,Gold,2023-12-29,Beauty,0,3533
12262,51,Female,77337,Springfield,Ohio,45503,East,United States,77,8957.789,Gold,2023-03-10,Furniture,1,3538
13665,33,Female,112227,Plantation,Florida,33317,South,United States,76,6792.306,Gold,2023-12-27,Furniture,0,3559
11946,18,Male,104722,Salem,Oregon,97301,,United States,6,472.13812,Bronze,2023-11-07,Health & Personal Care,0,3571
13633,39,Female,87469,Troy,Ohio,45373,East,United States,39,2772.9343,Silver,2023-05-21,Grocery,1,3572
13690,50,Male,64347,Philadelphia,Pennsylvania,19143,East,United States,39,12743.633,Platinum,2023-04-15,Pet Supplies,1,3574
17910,24,Male,68935,Clinton,Maryland,20735,East,United States,9,12596.08,Platinum,2023-11-08,Pet Supplies,0,3577
11214,64,Female,61342,Clinton,Maryland,20735,East,United States,45,2220.194,Silver,2023-05-08,Sports and Outdoors,1,3578
10061,47,Female,88795,Riverside,California,92503,West,United States,80,11865.981,Platinum,2023-02-09,Clothing,1,3585
17140,18,Female,81566,Mesa,Arizona,85204,West,United States,17,10076.328,Platinum,2023-11-26,Home and Kitchen,0,3588
19022,20,Female,56358,Denver,Colorado,80219,West,United States,85,11257.061,Platinum,2023-11-12,Health & Personal Care,0,3590
15608,44,Female,68943,Springfield,,22153,,United States,26,11336.7,Platinum,2023-12-20,Health & Personal Care,0,3593
17592,54,Male,22530,Decatur,Alabama,35601,South,United States,73,8400.026,Gold,2023-12-10,Beauty,0,3601
19863,18,,108133,Mesquite,Texas,75150,Central,United States,100,12955.97,Platinum,2023-11-08,Electronics,0,3605
10615,35,,24890,Los Angeles,California,90045,West,United States,62,3428.447,Silver,2023-07-29,Pet Supplies,1,3608
12350,38,Male,59872,,,98502,West,United States,81,6294.3774,Gold,2023-12-07,Clothing,0,3612
12042,36,Female,71206,Denver,Colorado,80219,West,United States,65,2325.1516,Silver,2023-01-06,Office Products,1,3623
17519,38,,64361,Newark,Delaware,19711,East,United States,42,2308.4978,Silver,2023-02-24,Electronics,1,3626
12500,53,,56837,New York City,New York,10011,East,United States,53,6957.5283,Gold,2023-12-30,Beauty,0,3638
18469,31,Female,45425,,,90049,West,United States,32,2348.8774,Silver,2023-05-31,Pet Supplies,1,3654
11139,35,Female,76170,Miami,Florida,33180,South,United States,52,13029.369,Platinum,2023-11-03,Home and Kitchen,0,3669
13219,40,Female,79834,New York City,New York,10035,East,United States,59,5763.9834,Gold,2023-11-06,Home and Kitchen,0,3675
12242,35,Female,94444,Fort Lauderdale,Florida,33311,South,United States,72,1284.9287,Silver,2023-05-10,Electronics,1,3680
11004,30,Female,73995,Los Angeles,California,90045,West,United States,99,7250.203,Gold,2023-12-09,Pet Supplies,0,3682
12317,68,Female,97850,New York City,New York,10024,East,United States,9,4499.304,Silver,2023-07-16,Office Products,1,3689
12798,45,Female,107055,Jacksonville,North Carolina,28540,South,United States,52,12119.6,Platinum,2023-12-28,Pet Supplies,0,3701
10171,22,Male,89414,Plantation,Florida,33317,South,United States,56,1482.3462,Silver,2023-04-06,Grocery,1,3703
13828,,Male,57648,Milwaukee,Wisconsin,53209,Central,United States,29,3677.1904,Silver,,Furniture,0,3708
12178,48,Female,71650,,Florida,32216,South,United States,42,895.4101,Bronze,2023-10-20,Furniture,0,3711
13101,42,Female,72718,Mobile,Alabama,36608,South,United States,42,3064.5981,Silver,2023-04-09,Clothing,1,3712
14413,36,Female,106615,New York City,New York,10024,East,United States,70,1048.3362,Silver,2023-05-28,Beauty,1,3717
15952,38,,70675,,,89031,West,United States,97,7862.2476,Gold,2023-08-10,Pet Supplies,1,3732
18348,39,Female,22530,North Las Vegas,Nevada,89031,West,United States,10,11475.533,Platinum,2023-12-14,Furniture,0,3733
14404,44,Male,39497,North Las Vegas,,89031,West,United States,56,7176.86,Gold,2023-11-13,Health & Personal Care,0,3735
13907,45,Male,80366,Springfield,Missouri,65807,Central,United States,92,6739.364,Gold,2023-11-21,Pet Supplies,0,3745
11866,28,,84122,San Francisco,California,94122,West,United States,28,7816.2363,Gold,2023-11-09,Electronics,0,3748
11781,45,Female,76733,San Francisco,California,94122,West,United States,79,9191.822,Gold,2023-12-27,Pet Supplies,0,3749
18990,31,Female,93646,Thornton,Colorado,80229,West,United States,89,9596.33,Gold,2023-01-31,Clothing,1,3753
