Country,City,State,Postal Code,Region,Age,Gender,Income,Customer ID
United States,San Francisco,California,94122,West,18.0,Female,93385.0,18521
United States,San Francisco,California,94122,West,38.0,Male,53767.0,12001
United States,,Pennsylvania,19120,East,,,,15543
United States,Los Angeles,California,90036,West,45.0,Male,63077.0,18963
United States,Los Angeles,California,90045,West,39.0,Female,81532.0,12619
United States,Los Angeles,California,90045,West,56.0,Female,85711.0,17059
United States,Milwaukee,,53209,Central,39.0,Female,84991.0,12618
United States,Holyoke,,1040,East,36.0,Female,95193.0,14440
United States,Albuquerque,New Mexico,87105,West,33.0,Female,95426.0,18178
United States,Albuquerque,New Mexico,87105,West,34.0,Female,93064.0,19838
United States,Sparks,Nevada,89431,West,55.0,,89936.0,17591
United States,Coachella,,92236,West,57.0,Female,77652.0,18557
United States,Coachella,California,92236,West,,Female,62993.0,12202
United States,Elmhurst,Illinois,60126,Central,28.0,Male,43692.0,14623
United States,Elmhurst,Illinois,60126,Central,72.0,Female,70018.0,16140
United States,Fairfield,Ohio,45014,East,18.0,Female,88071.0,16496
United States,Fairfield,Ohio,45014,East,35.0,Male,58863.0,11009
United States,Fairfield,Ohio,45014,,,Female,51214.0,14701
United States,Fairfield,Ohio,45014,,27.0,Female,82421.0,13762
United States,Arlington,Texas,76017,Central,35.0,Female,69071.0,16692
United States,Arlington,Texas,76017,Central,51.0,Male,61873.0,12357
United States,Arlington,Texas,76017,Central,33.0,,,15437
United States,San Francisco,California,94110,West,45.0,Female,70661.0,15579
United States,,Washington,98103,West,35.0,Male,93135.0,17678
United States,New York City,,10009,East,36.0,Female,69722.0,13784
United States,Houston,Texas,77070,,,,73023.0,16868
United States,Springfield,Virginia,22153,South,49.0,Male,89286.0,11726
United States,Springfield,Virginia,22153,,32.0,Female,51636.0,14220
United States,Farmington,,87401,West,32.0,Female,54983.0,19557
United States,,Colorado,80027,West,36.0,Female,68776.0,10291
United States,Louisville,Colorado,80027,West,45.0,Male,58838.0,11641
United States,,Florida,33614,South,46.0,Female,63226.0,10164
United States,Passaic,,7055,East,58.0,Male,81280.0,13370
United States,Passaic,New Jersey,7055,East,45.0,Female,,11950
United States,Passaic,New Jersey,7055,,59.0,,120281.0,10562
United States,Passaic,New Jersey,7055,East,38.0,Female,70095.0,16621
United States,Passaic,New Jersey,7055,,,Female,58357.0,17855
United States,Passaic,New Jersey,7055,East,30.0,Female,82003.0,17133
United States,Los Angeles,California,90004,,43.0,Female,82282.0,11883
United States,Philadelphia,Pennsylvania,19143,East,39.0,Male,78391.0,11699
United States,North Charleston,,29406,South,80.0,Female,74958.0,10452
United States,San Jose,California,95123,West,56.0,Female,35885.0,16812
United States,New York City,New York,10011,East,35.0,Female,77097.0,18862
United States,New York City,New York,10011,East,30.0,Male,84843.0,13528
United States,New York City,New York,10011,East,,Female,56345.0,15166
United States,New York City,New York,10011,East,57.0,Male,69887.0,14206
United States,New York City,New York,10011,East,28.0,Female,60449.0,14066
United States,,New York,10011,East,73.0,Female,76559.0,10913
United States,New York City,New York,10011,East,42.0,Female,125176.0,13250
United States,New York City,New York,10011,East,28.0,Female,64446.0,18018
United States,New York City,New York,10011,East,36.0,Female,53489.0,16093
United States,Plainfield,,7060,East,24.0,Female,62107.0,16351
United States,Seattle,Washington,98115,West,60.0,Male,89983.0,18853
United States,Seattle,Washington,98115,West,44.0,Male,88854.0,14038
United States,,,10009,East,48.0,Female,71084.0,14422
United States,New York City,New York,10009,East,,Female,86340.0,11459
United States,,New York,10009,,40.0,Female,64445.0,10210
United States,New York City,New York,10009,East,55.0,Female,52388.0,12710
United States,Newport News,Virginia,23602,South,,Female,79026.0,16103
United States,Newport News,Virginia,23602,South,48.0,Male,85260.0,18935
United States,Newport News,Virginia,23602,South,38.0,Male,61284.0,15641
United States,Newport News,Virginia,23602,South,53.0,,,12010
United States,,North Carolina,28314,South,38.0,Female,111664.0,15681
United States,Fayetteville,North Carolina,28314,South,,Female,,13050
United States,Fayetteville,North Carolina,28314,South,47.0,Female,80767.0,12804
United States,Los Angeles,,90032,West,38.0,Male,,13598
United States,Los Angeles,California,90032,West,28.0,Male,88478.0,17813
United States,Los Angeles,California,90032,West,46.0,Female,45361.0,14481
United States,Los Angeles,California,90032,West,45.0,Female,52189.0,15574
United States,Los Angeles,California,90036,West,49.0,Female,96092.0,15733
United States,New York City,New York,10011,East,18.0,Female,79783.0,11955
United States,Dallas,Texas,75220,Central,46.0,Female,66057.0,10138
United States,Dallas,Texas,75220,Central,,Female,43487.0,19456
United States,Seattle,Washington,98105,West,,Female,53600.0,12676
United States,Seattle,Washington,98105,West,32.0,Male,97980.0,14188
United States,Seattle,,98105,,44.0,Male,42255.0,18916
United States,Seattle,Washington,98105,West,31.0,Male,,15713
United States,Seattle,Washington,98105,West,32.0,Female,66748.0,15102
United States,Newark,Delaware,19711,East,37.0,Female,,14350
United States,Newark,Delaware,19711,East,,Male,102513.0,14369
United States,Newark,Delaware,19711,,38.0,Male,85118.0,11370
United States,New York City,New York,10024,East,66.0,Female,,16199
United States,,New York,10024,,30.0,Female,44054.0,16703
United States,Los Angeles,California,90049,West,38.0,Male,113148.0,12531
United States,Jamestown,New York,14701,East,23.0,Female,97353.0,11802
United States,Houston,Texas,77095,Central,27.0,Female,63412.0,10245
United States,Houston,Texas,77095,Central,52.0,Male,,14577
United States,Mishawaka,Indiana,46544,Central,34.0,Female,,11239
United States,San Diego,California,92037,West,,Female,61524.0,18738
United States,San Diego,California,92037,West,30.0,Female,50084.0,17343
United States,San Francisco,California,94109,West,40.0,Male,102751.0,12036
United States,Miami,Florida,33178,South,36.0,Female,68156.0,19534
United States,Skokie,,60076,Central,28.0,,72376.0,17912
United States,,Illinois,60076,,,,91007.0,16191
United States,Skokie,Illinois,60076,Central,57.0,Female,54388.0,11626
United States,San Francisco,California,94110,West,33.0,Female,65558.0,18714
United States,,,94122,West,28.0,Female,,17885
United States,San Francisco,California,94122,West,48.0,Male,67709.0,19178
United States,San Francisco,California,94122,West,48.0,Female,68732.0,17278
United States,Houston,,77070,Central,58.0,,45126.0,18785
United States,Los Angeles,California,90045,West,46.0,Male,45457.0,10455
United States,Los Angeles,California,90045,West,20.0,Male,64193.0,19684
United States,Oklahoma City,Oklahoma,73120,Central,54.0,,68906.0,15385
United States,Monroe,Louisiana,71203,South,44.0,,95530.0,14273
United States,Tampa,Florida,33614,South,,,67286.0,12321
United States,Chicago,Illinois,60623,Central,41.0,Male,77703.0,18278
United States,Chicago,Illinois,60623,Central,,,90655.0,14183
United States,,Ohio,43402,East,,Male,54439.0,12868
United States,Houston,,77095,Central,31.0,Female,52697.0,19447
United States,Westfield,New Jersey,7090,East,21.0,Female,100148.0,14865
United States,Oklahoma City,Oklahoma,73120,Central,27.0,Female,74279.0,13918
United States,,Oklahoma,73120,Central,,,30103.0,17339
United States,Oklahoma City,Oklahoma,73120,,,Male,63961.0,15174
United States,Oklahoma City,Oklahoma,73120,Central,60.0,,62693.0,14589
United States,Oklahoma City,Oklahoma,73120,Central,52.0,Female,89487.0,12193
United States,Oklahoma City,Oklahoma,73120,Central,23.0,Male,93222.0,18477
United States,,Texas,77041,Central,32.0,Male,55554.0,16956
United States,Houston,Texas,77041,Central,47.0,Male,99431.0,19097
United States,Houston,Texas,77041,Central,38.0,Male,96789.0,13318
United States,Houston,Texas,77041,Central,46.0,Female,66623.0,12444
United States,Houston,Texas,77041,Central,50.0,Female,57890.0,18706
United States,Fort Lauderdale,Florida,33311,South,54.0,Female,49171.0,16579
United States,Little Rock,,72209,South,20.0,Female,81377.0,19388
United States,Little Rock,Arkansas,72209,South,50.0,Female,39219.0,12113
United States,Little Rock,Arkansas,72209,South,53.0,Female,66061.0,10720
United States,Little Rock,Arkansas,72209,South,41.0,,77008.0,14565
United States,Philadelphia,Pennsylvania,19120,East,37.0,,100755.0,15812
United States,La Quinta,California,92253,West,47.0,Female,,18710
United States,Cleveland,Ohio,44105,East,27.0,,53182.0,15612
United States,Cleveland,,44105,East,44.0,Male,54414.0,16015
United States,Cleveland,Ohio,44105,East,47.0,Male,50575.0,18764
United States,,California,94122,West,29.0,Female,91676.0,13382
United States,San Francisco,California,94122,West,39.0,Female,85494.0,13404
United States,Scottsdale,Arizona,85254,West,37.0,Female,116239.0,18414
United States,Philadelphia,Pennsylvania,19134,East,53.0,Female,69736.0,10219
United States,Malden,Massachusetts,2148,East,33.0,Female,,14706
United States,Malden,Massachusetts,2148,East,18.0,Female,77874.0,18933
United States,,California,95123,West,,,71326.0,17515
United States,San Jose,,95123,,,Female,57625.0,17666
United States,Phoenix,Arizona,85023,West,,Male,92015.0,15411
United States,Phoenix,Arizona,85023,West,,Female,63919.0,14210
United States,Phoenix,Arizona,85023,West,45.0,Male,104091.0,12041
United States,Phoenix,Arizona,85023,West,41.0,Female,80236.0,14549
United States,Henderson,,42420,South,50.0,Female,84936.0,14414
United States,Henderson,Kentucky,42420,,44.0,Female,77553.0,13282
United States,Columbia,South Carolina,29203,South,57.0,Female,93203.0,12525
United States,Tallahassee,Florida,32303,South,,Female,46116.0,19051
United States,New York City,New York,10035,East,46.0,Male,47108.0,17455
United States,Houston,Texas,77070,Central,23.0,Female,41216.0,14249
United States,Coral Springs,,33065,South,35.0,Male,41998.0,16877
United States,,Utah,84057,West,47.0,Male,41188.0,14731
United States,Orem,Utah,84057,West,44.0,,61331.0,19424
United States,Orem,Utah,84057,West,21.0,Female,63916.0,12747
United States,Nashville,Tennessee,37211,South,39.0,Female,74971.0,12024
United States,Nashville,Tennessee,37211,South,40.0,Female,46290.0,16878
United States,New York City,New York,10009,East,24.0,Male,86263.0,16787
United States,New York City,New York,10009,East,46.0,,81088.0,11934
United States,Bowling Green,,42104,South,41.0,,43795.0,13113
United States,Bellingham,Washington,98226,West,45.0,Male,,12770
United States,Bellingham,Washington,98226,West,,Female,55826.0,14688
United States,New York City,,10011,East,38.0,Female,22530.0,10170
United States,Newark,Ohio,43055,East,39.0,Male,103596.0,16322
United States,Newark,Ohio,43055,East,28.0,,56547.0,13936
United States,Woodstock,Illinois,60098,Central,28.0,Female,57016.0,17970
United States,Carrollton,,75007,Central,33.0,Female,42109.0,13747
United States,Lafayette,Indiana,47905,Central,,Female,53763.0,19547
United States,,Georgia,31907,,26.0,Male,46050.0,13776
United States,Columbus,Georgia,31907,South,45.0,Male,99379.0,13555
United States,Columbus,Georgia,31907,South,,Male,,11963
United States,Columbus,Georgia,31907,South,61.0,,57597.0,11447
United States,Alexandria,Virginia,22304,South,36.0,Male,37909.0,14079
United States,Alexandria,Virginia,22304,South,34.0,Female,68368.0,10965
United States,Alexandria,Virginia,22304,South,47.0,Female,93655.0,11423
United States,Alexandria,Virginia,22304,South,39.0,Female,56565.0,18518
United States,Alexandria,,22304,South,47.0,Female,106311.0,17422
United States,Alexandria,Virginia,22304,South,34.0,Male,64392.0,18974
United States,Alexandria,Virginia,22304,South,40.0,Male,57343.0,11373
United States,Haltom City,Texas,76117,Central,33.0,,26496.0,15903
United States,New York City,New York,10024,East,39.0,Female,68689.0,13534
United States,New York City,,10024,East,41.0,Male,39851.0,16433
United States,,California,90004,West,,Female,75959.0,18110
United States,Los Angeles,California,90004,West,,Female,52701.0,13735
United States,Wheeling,Illinois,60090,,,,38044.0,17420
United States,Wheeling,Illinois,60090,Central,30.0,Female,81741.0,10754
United States,Summerville,South Carolina,29483,South,27.0,Male,,14428
United States,Summerville,South Carolina,29483,South,42.0,Female,28815.0,13036
United States,Columbus,Indiana,47201,Central,49.0,Female,108583.0,11410
United States,Columbus,Indiana,47201,Central,40.0,Female,59529.0,10966
United States,Columbus,Indiana,47201,Central,27.0,Female,117860.0,11838
United States,Columbus,Indiana,47201,Central,,,66286.0,18623
United States,,Indiana,47201,Central,43.0,Female,101930.0,17953
United States,New York City,New York,10024,East,,,105029.0,18085
United States,New York City,New York,10024,East,41.0,Female,71660.0,18014
United States,New York City,New York,10035,East,18.0,Female,79631.0,17633
United States,New York City,New York,10035,East,36.0,Female,62200.0,12733
United States,,New York,10035,East,41.0,Female,,18938
United States,New York City,New York,10035,East,39.0,,80126.0,12177
United States,Jacksonville,Florida,32216,,,,79426.0,11784
United States,San Diego,California,92024,West,38.0,Female,56047.0,19861
United States,Arlington,Texas,76017,Central,50.0,Female,75047.0,17444
United States,Arlington,Texas,76017,Central,39.0,Female,85443.0,11181
United States,Arlington,Texas,76017,,38.0,Female,65144.0,12093
United States,Arlington,Texas,76017,Central,53.0,Male,90804.0,19783
United States,Arlington,Texas,76017,Central,43.0,Female,78420.0,19639
United States,Arlington,Texas,76017,Central,36.0,Female,,19809
United States,Los Angeles,California,90045,West,53.0,Female,,10894
United States,Los Angeles,California,90049,West,,Female,53725.0,10432
United States,Los Angeles,California,90049,West,42.0,Male,64481.0,12286
United States,San Francisco,California,94110,West,32.0,Female,58336.0,18084
United States,San Francisco,California,94110,West,27.0,Female,59340.0,13168
United States,Carlsbad,New Mexico,88220,West,33.0,Female,64253.0,13083
United States,Carlsbad,New Mexico,88220,West,25.0,Female,89261.0,13385
United States,Carlsbad,New Mexico,88220,West,32.0,,85251.0,12393
United States,Carlsbad,New Mexico,88220,West,47.0,Female,70426.0,10951
United States,Saint Louis,Missouri,63116,Central,24.0,,77524.0,12678
United States,New York City,,10024,East,30.0,Female,62067.0,13606
United States,New York City,New York,10024,,52.0,Female,48602.0,18864
United States,,New York,10024,East,43.0,Female,42205.0,12724
United States,New York City,,10024,East,50.0,Male,114108.0,15704
United States,Springfield,Ohio,45503,East,20.0,Female,81233.0,17377
United States,Springfield,Ohio,45503,East,28.0,Female,116988.0,11396
United States,Springfield,Ohio,45503,East,35.0,,82184.0,16594
United States,,Oklahoma,74133,Central,39.0,,81831.0,13144
United States,Seattle,Washington,98103,West,18.0,Female,66794.0,12469
United States,Seattle,,98103,West,67.0,,107227.0,19529
United States,Seattle,Washington,98103,West,36.0,Male,53020.0,12238
United States,Fayetteville,North Carolina,28314,South,32.0,Male,89645.0,12388
United States,Fayetteville,North Carolina,28314,South,42.0,Male,58328.0,18450
United States,Los Angeles,California,90045,West,28.0,Female,22530.0,13657
United States,New York City,New York,10035,East,42.0,Female,102414.0,18537
United States,New York City,New York,10035,East,51.0,Female,72283.0,18111
United States,New York City,,10035,East,26.0,Male,107137.0,16649
United States,,New York,10035,East,46.0,Male,57061.0,17586
United States,Hot Springs,Arkansas,71901,South,36.0,Male,,11186
United States,Aurora,,60505,Central,63.0,Female,83318.0,11301
United States,,North Carolina,27604,South,43.0,,90098.0,19292
United States,Raleigh,North Carolina,27604,South,50.0,,88542.0,19031
United States,,Oklahoma,74133,Central,,Female,37600.0,17568
United States,Tulsa,Oklahoma,74133,Central,,Female,82626.0,13377
United States,Tulsa,,74133,Central,37.0,Female,,15215
United States,Tulsa,Oklahoma,74133,Central,34.0,,93561.0,13691
United States,Tulsa,Oklahoma,74133,Central,36.0,Male,72114.0,10602
United States,Hesperia,California,92345,West,23.0,Female,78916.0,15533
United States,Provo,Utah,84604,West,35.0,,83530.0,11356
United States,Provo,,84604,West,,Male,103718.0,17593
United States,Provo,Utah,84604,West,42.0,Female,94446.0,11926
United States,,,84604,,45.0,Male,50834.0,17660
United States,,Utah,84604,West,44.0,Female,32406.0,16081
United States,Provo,Utah,84604,West,,Female,71993.0,14695
United States,Provo,Utah,84604,West,62.0,Female,76155.0,15476
United States,San Francisco,California,94110,West,38.0,,,14796
United States,Gilbert,Arizona,85234,West,18.0,Female,44190.0,17816
United States,New York City,New York,10035,East,,Male,52498.0,18424
United States,New York City,New York,10035,East,44.0,Female,63761.0,16835
United States,Springfield,Missouri,65807,Central,18.0,Female,,13376
United States,Memphis,Tennessee,38109,South,27.0,,,15905
United States,Memphis,Tennessee,38109,South,46.0,Female,95889.0,14410
United States,Memphis,,38109,South,40.0,Female,68736.0,13539
United States,Amarillo,Texas,79109,Central,18.0,Female,64511.0,16132
United States,Amarillo,Texas,79109,Central,,Female,70699.0,19332
United States,Los Angeles,California,90045,West,50.0,Female,85617.0,10007
United States,Los Angeles,California,90045,West,57.0,Male,99991.0,14951
United States,Lowell,Massachusetts,1852,East,41.0,,56996.0,14782
United States,Lowell,Massachusetts,1852,East,18.0,Female,131392.0,17104
United States,Lowell,Massachusetts,1852,East,32.0,Female,91407.0,13894
United States,Lowell,Massachusetts,1852,,19.0,,114138.0,19732
United States,San Diego,,92024,West,23.0,Male,84149.0,14077
United States,Asheville,North Carolina,28806,South,45.0,Female,99950.0,13702
United States,Asheville,North Carolina,28806,South,37.0,Male,65029.0,15691
United States,Pueblo,Colorado,81001,West,32.0,Female,78566.0,17052
United States,,Colorado,81001,West,,Female,55324.0,10899
United States,Jackson,Michigan,49201,Central,46.0,Female,84894.0,17942
United States,Jackson,,49201,Central,,Female,88616.0,12499
United States,Jackson,Michigan,49201,Central,43.0,Female,71449.0,11614
United States,Jackson,Michigan,49201,Central,,Female,54943.0,18447
United States,Jackson,Michigan,49201,Central,21.0,,60948.0,12950
United States,,California,90004,West,45.0,Female,,19473
United States,Thomasville,North Carolina,27360,South,43.0,Female,76755.0,12935
United States,Thomasville,North Carolina,27360,South,28.0,Female,91785.0,17609
United States,Peoria,Illinois,61604,Central,18.0,Female,63471.0,10387
United States,Los Angeles,California,90032,West,21.0,Female,97466.0,18506
United States,Chicago,Illinois,60653,Central,46.0,Male,77827.0,15317
United States,Philadelphia,Pennsylvania,19134,East,62.0,Female,82138.0,10962
United States,Englewood,Colorado,80112,West,46.0,Male,85507.0,11491
United States,Englewood,,80112,West,49.0,Female,127697.0,14123
United States,,,98115,West,,Male,56765.0,17954
United States,Hialeah,Florida,33012,South,28.0,,,11341
United States,,Ohio,43130,East,34.0,Male,49304.0,18855
United States,Jacksonville,Florida,32216,South,46.0,Male,70095.0,17852
United States,Jacksonville,Florida,32216,South,29.0,Male,33092.0,17121
United States,Jacksonville,Florida,32216,South,50.0,Female,67121.0,17928
United States,Jacksonville,,32216,South,35.0,Male,48480.0,14604
United States,,Florida,32216,South,45.0,Male,57748.0,15741
United States,Jacksonville,Florida,32216,South,26.0,Male,70164.0,13588
United States,Jacksonville,Florida,32216,South,37.0,Female,83799.0,16102
United States,Baltimore,,21215,East,47.0,Male,92432.0,18773
United States,New York City,New York,10009,,18.0,,,13066
United States,Carlsbad,New Mexico,88220,West,,Female,70525.0,19494
United States,Carlsbad,New Mexico,88220,West,40.0,Female,,11091
United States,Carlsbad,New Mexico,88220,West,47.0,Female,46378.0,19576
United States,Los Angeles,California,90049,West,40.0,Female,73142.0,10463
United States,Los Angeles,California,90049,West,21.0,Female,48012.0,13257
United States,Jacksonville,Florida,32216,South,43.0,Male,70534.0,18941
United States,Lakewood,Ohio,44107,East,32.0,,80132.0,17080
United States,Troy,,12180,East,,Female,53263.0,13840
United States,Wilmington,,28403,South,39.0,Female,53088.0,15634
United States,Seattle,Washington,98105,West,32.0,Female,77965.0,16381
United States,New York City,New York,10024,East,27.0,Female,56234.0,12063
United States,,Georgia,31907,South,,Male,115041.0,12098
United States,New York City,New York,10024,East,24.0,,,10146
United States,,California,92627,West,22.0,Female,72041.0,11061
United States,Houston,Texas,77095,Central,43.0,Female,73077.0,11045
United States,Cary,North Carolina,27511,South,34.0,Female,67654.0,16390
United States,Cary,,27511,South,40.0,Female,76116.0,12594
United States,,Virginia,22304,South,38.0,,,18658
United States,Vallejo,California,94591,,23.0,,84112.0,14223
United States,Vallejo,California,94591,,40.0,,84562.0,10747
United States,Philadelphia,Pennsylvania,19120,East,,Female,66543.0,12919
United States,,Pennsylvania,19120,East,,Female,79328.0,10094
United States,Toledo,Ohio,43615,East,42.0,,54127.0,16900
United States,Toledo,Ohio,43615,East,41.0,Female,66710.0,11716
United States,,Washington,98105,West,,Male,86942.0,10239
United States,Seattle,Washington,98105,West,46.0,Male,,19636
United States,Seattle,,98105,West,25.0,Male,72842.0,12628
United States,,,7060,East,42.0,,91086.0,16137
United States,Plainfield,New Jersey,7060,East,34.0,Female,57724.0,16077
United States,Las Cruces,New Mexico,88001,West,25.0,Female,78508.0,18351
United States,Newark,Delaware,19711,East,42.0,Female,76700.0,12141
United States,Newark,Delaware,19711,East,50.0,Male,76178.0,14542
United States,Newark,Delaware,19711,East,53.0,Male,86667.0,11610
United States,Newark,Delaware,19711,East,38.0,Female,33797.0,14037
United States,Hoover,Alabama,35244,South,40.0,,71241.0,11836
United States,Hoover,Alabama,35244,South,21.0,Male,64630.0,11742
United States,Newark,Ohio,43055,East,38.0,,71289.0,12883
United States,,California,92037,West,,Female,62383.0,13982
United States,San Francisco,California,94122,West,29.0,Female,52674.0,19850
United States,San Francisco,California,94122,West,28.0,Female,89169.0,10288
United States,Jacksonville,North Carolina,28540,South,40.0,Female,77356.0,15181
United States,Franklin,Massachusetts,2038,East,33.0,Male,36300.0,14846
United States,Frisco,Texas,75034,Central,,Female,33822.0,16917
United States,Tallahassee,,32303,South,31.0,Female,107256.0,17588
United States,Seattle,Washington,98115,West,,,66549.0,16002
United States,Vacaville,California,95687,West,53.0,Female,48404.0,10220
United States,,,90008,West,29.0,Female,95936.0,19305
United States,San Francisco,California,94122,West,70.0,Female,80240.0,15879
United States,San Francisco,California,94122,West,,Male,81054.0,15776
United States,San Francisco,California,94122,West,39.0,,78447.0,17624
United States,San Francisco,California,94122,West,28.0,Female,36979.0,18231
United States,San Francisco,California,94122,West,56.0,Female,47726.0,17661
United States,New York City,New York,10035,East,49.0,Male,102152.0,17850
United States,Columbus,,31907,South,25.0,Female,62856.0,17911
United States,Columbus,Georgia,31907,South,45.0,,70347.0,13508
United States,Murray,Utah,84107,West,35.0,Male,52439.0,12200
United States,San Francisco,California,94110,West,27.0,Female,121230.0,10668
United States,San Francisco,,94110,West,35.0,Male,70806.0,16049
United States,Philadelphia,Pennsylvania,19140,East,45.0,,36328.0,19277
United States,Philadelphia,Pennsylvania,19140,East,38.0,Female,67667.0,11403
United States,Philadelphia,Pennsylvania,19140,East,37.0,Female,50317.0,10031
United States,Philadelphia,Pennsylvania,19134,East,33.0,Female,61287.0,11615
United States,Philadelphia,Pennsylvania,19134,East,61.0,Male,72729.0,11918
United States,Dallas,,75220,Central,,,79617.0,18455
United States,Dallas,,75220,Central,54.0,,84782.0,14366
United States,Dallas,Texas,75220,Central,44.0,,102107.0,11437
United States,Waukesha,Wisconsin,53186,,,Female,,19274
United States,Fort Lauderdale,,33311,South,47.0,,87600.0,13323
United States,Detroit,Michigan,48205,Central,43.0,,75263.0,15599
United States,Springfield,Ohio,45503,East,50.0,,58957.0,13131
United States,San Diego,California,92037,West,42.0,Female,52570.0,11685
United States,Colorado Springs,Colorado,80906,West,39.0,Male,78340.0,17357
United States,Bakersfield,California,93309,West,45.0,Female,59396.0,10103
United States,,Florida,33068,South,,,80016.0,14389
United States,,,33068,,34.0,Female,,18094
United States,New York City,New York,10035,East,40.0,Female,87088.0,10852
United States,Lakeville,Minnesota,55044,Central,52.0,Female,63785.0,15587
United States,Detroit,Michigan,48234,Central,23.0,Female,72660.0,11947
United States,,Pennsylvania,19134,East,41.0,,76025.0,18491
United States,Troy,Ohio,45373,East,43.0,,,13278
United States,,California,90036,West,39.0,Female,72245.0,14495
United States,Los Angeles,California,90036,,25.0,,97091.0,17860
United States,,Texas,78415,,22.0,Female,62673.0,18636
United States,Corpus Christi,Texas,78415,Central,39.0,Male,78405.0,17612
United States,Corpus Christi,,78415,,40.0,Male,102676.0,13434
United States,Omaha,Nebraska,68104,Central,,Female,88984.0,10050
United States,Omaha,,68104,Central,33.0,Female,,17507
United States,Omaha,Nebraska,68104,Central,45.0,Female,55888.0,12175
United States,Redondo Beach,California,90278,West,,Female,52807.0,15932
United States,Redondo Beach,California,90278,West,26.0,,31241.0,18601
United States,Redondo Beach,California,90278,West,42.0,Female,78807.0,14133
United States,Redondo Beach,California,90278,West,,Male,62520.0,10338
United States,Little Rock,Arkansas,72209,South,49.0,Male,116810.0,18660
United States,Little Rock,Arkansas,72209,South,30.0,Female,72255.0,12649
United States,Little Rock,Arkansas,72209,South,29.0,Female,80609.0,16532
United States,Miami,Florida,33180,South,18.0,Male,71204.0,11758
United States,Salem,Oregon,97301,West,34.0,Male,79717.0,18415
United States,Las Cruces,New Mexico,88001,West,,Female,98667.0,19753
United States,San Francisco,,94122,,,Female,52569.0,19769
United States,San Francisco,California,94122,West,18.0,Male,91788.0,15410
United States,El Paso,Texas,79907,Central,,Female,98769.0,14984
United States,Seattle,,98115,West,52.0,,55624.0,10808
United States,Seattle,Washington,98115,West,52.0,Female,66544.0,10355
United States,Seattle,,98115,,56.0,Female,115611.0,13869
United States,Seattle,Washington,98115,West,49.0,Female,82072.0,14349
United States,Milwaukee,Wisconsin,53209,Central,30.0,Female,118782.0,16560
United States,Milwaukee,,53209,Central,34.0,,,13608
United States,Milwaukee,Wisconsin,53209,Central,29.0,Female,89378.0,17682
United States,Milwaukee,Wisconsin,53209,Central,38.0,Male,61705.0,17782
United States,Milwaukee,Wisconsin,53209,Central,29.0,Female,77852.0,13205
United States,Franklin,Massachusetts,2038,East,28.0,Female,,17964
United States,Franklin,Massachusetts,2038,East,31.0,Female,95321.0,16800
United States,Franklin,Massachusetts,2038,East,39.0,Male,59362.0,18158
United States,,,2038,East,50.0,Male,66625.0,11378
United States,Encinitas,California,92024,West,34.0,Female,54455.0,17401
United States,Encinitas,California,92024,West,31.0,Female,100841.0,12659
United States,Anaheim,California,92804,,28.0,Female,76200.0,19972
United States,Arlington,Texas,76017,Central,23.0,,56972.0,18360
United States,Arlington,Texas,76017,Central,20.0,Male,64959.0,17778
United States,Houston,Texas,77041,Central,39.0,Female,143088.0,11235
United States,Houston,Texas,77041,Central,40.0,Male,91745.0,16173
United States,Houston,Texas,77041,Central,49.0,Female,,19383
United States,Houston,Texas,77041,Central,34.0,Female,26976.0,10277
United States,Lancaster,Ohio,43130,East,44.0,Female,76033.0,16980
United States,Lancaster,Ohio,43130,East,50.0,Female,112356.0,14203
United States,Lancaster,Ohio,43130,East,18.0,Male,55880.0,19288
United States,Portland,,97206,West,,,68247.0,15417
United States,Portland,Oregon,97206,,49.0,Female,87323.0,13798
United States,Hoover,Alabama,35244,South,38.0,Female,75617.0,13225
United States,Hoover,Alabama,35244,South,50.0,Male,62175.0,15666
United States,Los Angeles,California,90036,West,42.0,Female,71611.0,19421
United States,Los Angeles,California,90036,West,,Male,87759.0,15246
United States,Los Angeles,California,90036,West,33.0,Female,86680.0,14297
United States,,Florida,32303,South,51.0,Female,103608.0,14810
United States,New York City,New York,10009,East,52.0,Male,101624.0,11206
United States,Chesapeake,Virginia,23320,South,53.0,Female,89888.0,11727
United States,Fayetteville,North Carolina,28314,South,34.0,Male,51890.0,17466
United States,Huntsville,Texas,77340,Central,62.0,Male,56143.0,10101
United States,Philadelphia,Pennsylvania,19140,East,55.0,Female,74469.0,17143
United States,Woodstock,Illinois,60098,Central,47.0,Male,71824.0,10191
United States,Everett,Massachusetts,2149,East,38.0,Female,55368.0,11238
United States,Chicago,,60653,Central,39.0,Female,86046.0,11991
United States,Roswell,Georgia,30076,South,27.0,Female,67611.0,14569
United States,Roswell,Georgia,30076,South,54.0,Female,45358.0,12123
United States,Palm Coast,,32137,South,67.0,Female,113010.0,12251
United States,Philadelphia,Pennsylvania,19120,East,39.0,Male,66060.0,19876
United States,Columbus,Indiana,47201,Central,27.0,Female,112083.0,17504
United States,Oceanside,New York,11572,East,28.0,,68084.0,10749
United States,Oceanside,New York,11572,East,,Female,48688.0,15213
United States,Franklin,Massachusetts,2038,East,34.0,Male,118298.0,16034
United States,Sioux Falls,South Dakota,57103,Central,39.0,Female,46169.0,16782
United States,San Diego,California,92037,West,,Female,76570.0,11760
United States,Fayetteville,North Carolina,28314,South,18.0,,,16504
